,scan,precmz,ms1scan,rt,charge,i,i_norm,mslevel,i_norm_ms1,filename,query_name,query,collision_type,energy,collision_type_energy
92,140,189.159744262695,138,0.452058382133,1,8675765.68359375,1.0,2,,ms_data_01.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
93,142,170.092575073242,141,0.456761002933,1,31620703.728515625,1.0,2,0.004077562511027057,ms_data_01.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
94,143,241.129638671875,141,0.4611828,1,3051226.078125,1.0,2,0.004077562511027057,ms_data_01.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
95,145,118.061019897461,144,0.465700869067,0,20300902.12841797,1.0,2,0.029390160646845073,ms_data_01.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
96,146,104.10693359375,144,0.4701258232,1,5000471.470703125,1.0,2,0.029390160646845073,ms_data_01.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
97,148,137.07096862793,147,0.475158094133,1,22222822.043945312,1.0,2,0.12935711867425062,ms_data_01.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,40.0,HCD__40.0
98,149,129.065902709961,147,0.479580174933,1,16729174.776855469,1.0,2,0.12935711867425062,ms_data_01.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
99,151,162.112350463867,150,0.484027373867,1,25325400.762695312,1.0,2,0.07179693334795811,ms_data_01.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
100,152,129.065765380859,150,0.488533363467,1,8981825.388916016,1.0,2,0.07179693334795811,ms_data_01.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
101,154,114.066246032715,153,0.492846044,1,328204097.640625,1.0,2,0.03582647753034072,ms_data_01.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
102,155,162.112380981445,153,0.497267990133,1,18946980.936767578,1.0,2,0.03582647753034072,ms_data_01.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
103,157,114.066207885742,156,0.5017254864,1,400820686.453125,1.0,2,0.030100255953521386,ms_data_01.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
104,158,132.076644897461,156,0.506147573067,1,97091176.59960938,1.0,2,0.030100255953521386,ms_data_01.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
105,159,203.150161743164,156,0.5082331936,1,26652798.77783203,1.0,2,0.030100255953521386,ms_data_01.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
106,161,132.07666015625,160,0.5119551496,1,74964849.34960938,1.0,2,0.04826328618518543,ms_data_01.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
107,162,203.150177001953,160,0.516388284533,1,17518490.564941406,1.0,2,0.04826328618518543,ms_data_01.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
108,164,229.129409790039,163,0.520986508533,1,23198149.008789062,1.0,2,0.04075089337907274,ms_data_01.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
109,165,243.097412109375,163,0.525331655733,1,9909135.099121094,1.0,2,0.04075089337907274,ms_data_01.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
110,167,229.129455566406,166,0.5300533744,1,13816807.868652344,1.0,2,0.01434917142050392,ms_data_01.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
111,168,146.081039428711,166,0.534476202667,1,21024019.46533203,1.0,2,0.01434917142050392,ms_data_01.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
112,170,138.055023193359,169,0.539303225333,1,80903781.90625,1.0,2,0.016790709679474495,ms_data_01.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,60.0,HCD__60.0
113,171,146.081039428711,169,0.5437247864,1,13173461.806640625,1.0,2,0.016790709679474495,ms_data_01.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
114,173,138.055084228516,172,0.548778804267,1,45896992.73046875,1.0,2,0.029713025808000493,ms_data_01.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,60.0,HCD__60.0
115,174,171.076477050781,172,0.553210403733,1,10175892.798828125,1.0,2,0.029713025808000493,ms_data_01.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
116,176,171.076431274414,175,0.558507139733,1,7588025.683837891,1.0,2,0.004341384668243849,ms_data_01.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
117,177,453.125,175,0.562928972,1,3607007.8510742188,1.0,2,0.004341384668243849,ms_data_01.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
118,179,229.119155883789,178,0.5677368664,1,182082731.13671875,1.0,2,0.0021374530176902482,ms_data_01.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
119,180,173.092041015625,178,0.572158740533,1,10226906.318603516,1.0,2,0.0021374530176902482,ms_data_01.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
120,182,229.118377685547,181,0.576822636533,1,184042218.546875,1.0,2,0.0028998213158547862,ms_data_01.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
121,183,130.108703613281,181,0.581245517867,1,31889401.0546875,1.0,2,0.0028998213158547862,ms_data_01.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
122,185,144.10188293457,184,0.585834668533,1,107550751.81152344,1.0,2,0.0027313630232293187,ms_data_01.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,60.0,HCD__60.0
123,186,130.10871887207,184,0.5902577128,1,16184489.532226562,1.0,2,0.0027313630232293187,ms_data_01.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
124,188,144.101821899414,187,0.5947657544,1,137211425.56445312,1.0,2,0.0017772804250400227,ms_data_01.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,60.0,HCD__60.0
125,189,141.066055297852,187,0.5991882384,1,10257882.692871094,1.0,2,0.0017772804250400227,ms_data_01.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
126,191,148.096496582031,190,0.603921198133,1,13654783.20703125,1.0,2,0.0018350599526377445,ms_data_01.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,40.0,HCD__40.0
127,192,141.066177368164,190,0.608341168267,1,5550735.038818359,1.0,2,0.0018350599526377445,ms_data_01.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
128,194,148.096603393555,193,0.6134647688,1,8610492.768554688,1.0,2,0.0026182582422504272,ms_data_01.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,40.0,HCD__40.0
129,195,116.106994628906,193,0.617888941067,1,9611670.327148438,1.0,2,0.0026182582422504272,ms_data_01.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,40.0,HCD__40.0
130,197,259.092254638672,196,0.623661287467,1,6838922.207763672,1.0,2,0.004114601274251601,ms_data_01.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
131,198,116.106895446777,196,0.628083030133,1,7083900.9482421875,1.0,2,0.004114601274251601,ms_data_01.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
132,200,212.102844238281,199,0.633442381333,1,4187772.4711914062,1.0,2,0.00786384300527939,ms_data_01.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
133,201,259.092224121094,199,0.6378642312,1,1793619.9672851562,1.0,2,0.00786384300527939,ms_data_01.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
134,203,189.123458862305,202,0.643275740533,1,9766693.561523438,1.0,2,0.012800126884937793,ms_data_01.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
135,204,212.10302734375,202,0.6476971344,1,1330618.5869140625,1.0,2,0.012800126884937793,ms_data_01.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
136,206,189.123382568359,205,0.653120977067,1,5569440.8798828125,1.0,2,0.01604216054010794,ms_data_01.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
137,207,219.133895874023,205,0.657529845867,1,4331580.610839844,1.0,2,0.01604216054010794,ms_data_01.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
138,209,146.092361450195,208,0.662761353067,1,11408633.516845703,1.0,2,0.01617849015196607,ms_data_01.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
139,210,181.05290222168,208,0.667184014133,1,9212849.481201172,1.0,2,0.01617849015196607,ms_data_01.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
140,212,144.101852416992,211,0.6723266192,1,5958620.990722656,1.0,2,0.02924518165533329,ms_data_01.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
141,213,181.052749633789,211,0.676750157333,1,5058119.407470703,1.0,2,0.02924518165533329,ms_data_01.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
142,215,278.123352050781,214,0.6821456616,1,4772816.456787109,1.0,2,0.03713267420147718,ms_data_01.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
143,216,132.101943969727,214,0.686579567733,1,6413661.970703125,1.0,2,0.03713267420147718,ms_data_01.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
144,218,278.123504638672,217,0.6917874472,1,3872163.9287109375,1.0,2,0.014969202273373096,ms_data_01.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
145,219,132.101943969727,217,0.696204932533,1,3911952.5927734375,1.0,2,0.014969202273373096,ms_data_01.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
146,221,217.12939453125,220,0.701326761333,1,26837618.89428711,1.0,2,0.004152177538149221,ms_data_01.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
147,222,277.092926025391,220,0.705748867467,1,8399779.385498047,1.0,2,0.004152177538149221,ms_data_01.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
148,224,217.12922668457,223,0.710773245867,1,24016328.497558594,1.0,2,0.003751653537917745,ms_data_01.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
149,225,203.138732910156,223,0.715196708267,1,8571447.927490234,1.0,2,0.003751653537917745,ms_data_01.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
150,227,203.138809204102,226,0.720129910667,1,6420726.084716797,1.0,2,0.00409085117718999,ms_data_01.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
151,228,277.092864990234,226,0.7245430344,1,2440933.797607422,1.0,2,0.00409085117718999,ms_data_01.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
152,230,286.139587402344,229,0.729592622133,1,7344844.699707031,1.0,2,0.0037616663601526545,ms_data_01.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
153,231,231.097351074219,229,0.73401588,1,6321623.0185546875,1.0,2,0.0037616663601526545,ms_data_01.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
154,233,215.016082763672,232,0.7395079784,1,1352395.8046875,1.0,2,0.0038691436016575972,ms_data_01.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
155,234,286.139709472656,232,0.743929782933,1,3583753.173828125,1.0,2,0.0038691436016575972,ms_data_01.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
156,236,215.016143798828,235,0.7492422784,1,720304.0771484375,1.0,2,0.003291319296819998,ms_data_01.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
157,237,139.050216674805,235,0.753675285333,0,36874966.66845703,1.0,2,0.003291319296819998,ms_data_01.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
158,239,139.050170898438,238,0.7585442904,1,47460193.46142578,1.0,2,0.00294556574102983,ms_data_01.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
159,240,269.124298095703,238,0.762966305867,1,17941855.333251953,1.0,2,0.00294556574102983,ms_data_01.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
160,242,269.124114990234,241,0.767888046667,1,21679362.108398438,1.0,2,0.003447156878923242,ms_data_01.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
161,243,209.055541992188,241,0.772310652,1,10234799.032714844,1.0,2,0.003447156878923242,ms_data_01.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
162,245,209.055633544922,244,0.777566309867,1,7646237.334716797,1.0,2,0.008401736320606656,ms_data_01.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
163,246,267.058746337891,244,0.7819904384,0,904747.455078125,1.0,2,0.008401736320606656,ms_data_01.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
164,248,130.049896240234,247,0.787104124,1,19843040.74169922,1.0,2,0.0054429063740506515,ms_data_01.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
165,249,267.058868408203,247,0.7915163712,0,443334.3603515625,1.0,2,0.0054429063740506515,ms_data_01.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
166,251,130.049957275391,250,0.7966210552,1,20681222.46459961,1.0,2,0.0065802728240830465,ms_data_01.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
167,252,188.103088378906,250,0.8010423056,1,4612656.046386719,1.0,2,0.0065802728240830465,ms_data_01.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
168,254,188.102966308594,253,0.8064447872,1,3997259.5778808594,1.0,2,0.00844443103660211,ms_data_01.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
169,255,181.071975708008,253,0.810866973067,1,3027717.810546875,1.0,2,0.00844443103660211,ms_data_01.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,40.0,HCD__40.0
170,257,181.072036743164,256,0.816955144267,1,2948836.243408203,1.0,2,0.007992107729083351,ms_data_01.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,40.0,HCD__40.0
171,258,247.139984130859,256,0.821461649333,1,3426333.1743164062,1.0,2,0.007992107729083351,ms_data_01.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
172,260,247.139953613281,259,0.827008470667,1,2384872.8447265625,1.0,2,0.006268197431780174,ms_data_01.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
173,261,154.061157226563,259,0.831431547733,1,2784087.781982422,1.0,2,0.006268197431780174,ms_data_01.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
174,263,254.08821105957,262,0.837007882133,1,2372635.266357422,1.0,2,0.005816289313989947,ms_data_01.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
175,264,154.061111450195,262,0.841429762133,1,2011748.7053222656,1.0,2,0.005816289313989947,ms_data_01.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
176,266,314.123748779297,265,0.846912004,1,13039933.581542969,1.0,2,0.005399267827118393,ms_data_01.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
177,267,138.091415405273,265,0.851336464267,1,5191483.739990234,1.0,2,0.005399267827118393,ms_data_01.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
178,269,314.123229980469,268,0.857671974667,1,7036202.736083984,1.0,2,0.005247043586729541,ms_data_01.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
179,270,138.091171264648,268,0.862093856533,1,2438925.9189453125,1.0,2,0.005247043586729541,ms_data_01.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
